Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
PSICOTRAN PSICOLOGIA DO TRANSITO,7328141,18630946000105,G C T PAIVA ME,--,JURÍDICA,RUA GERALDO MAGELA,124,69 8416-2499,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307328141&VEstado=11&VCodMunicipio=110030,1100307328141,11,110030,53ff408189f4ef2034493adf
PSICOLOGOS ASSOCIADOS,6731708,05960090000186,PSICOLOGOS ASSOCIADOS S S LTDA,--,JURÍDICA,AVENIDA MAJOR AMARANTE,3085,69 3322-4863,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306731708&VEstado=11&VCodMunicipio=110030,1100306731708,11,110030,53ff408289f4ef2034493ae0
PRO AUDIO,7216602,11695443000160,M DE MORAES ROSAS W LAGE LTDA ME,--,JURÍDICA,RUA ANTONIO QUINTINO GOMES,4375,69 8102-2303,SALA A,JARDIM AMERICA,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,495/2013,SMS,05/06/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307216602&VEstado=11&VCodMunicipio=110030,1100307216602,11,110030,53ff408289f4ef2034493ae1
POSTO DE SAUDE PIONEIRO,2789566,,PREFEITURA MUNICIPAL DE VILHENA,--,JURÍDICA,SETOR 03 RIBEIRO PIRES DE SA,S/N,(69)3221911,,ZONA RURAL,76980000,VILHENA - IBGE - 110030,RO,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,495/2001,SMS,15/05/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302789566&VEstado=11&VCodMunicipio=110030,1100302789566,11,110030,53ff408289f4ef2034493ae2
POSTO DE SAUDE PEROBAL,2789558,,PREFEITURA MUNICIPAL DE VILHENA,--,JURÍDICA,LOTE 165 KM 15,S/N,(68)3221911,,ZONA RURAL,76980000,VILHENA - IBGE - 110030,RO,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,486/2001,SMS,15/05/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302789558&VEstado=11&VCodMunicipio=110030,1100302789558,11,110030,53ff408289f4ef2034493ae3
POSTO DE SAUDE NOSSA SENHORA DE LOURDES,2789507,,PREFEITURA MUNICIPAL DE VILHENA,--,JURÍDICA,LINHA 001,S/N,,,ZONA RURAL,76980000,VILHENA - IBGE - 110030,RO,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,483/2001,SMS,15/05/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302789507&VEstado=11&VCodMunicipio=110030,1100302789507,11,110030,53ff408389f4ef2034493ae4
POSTO DE SAUDE NOVA UNIAO,2789531,,PREFEITURA MUNICIPAL VILHENA,--,JURÍDICA,LINHA A 3,S/N,,,ZONA RURAL,76980000,VILHENA - IBGE - 110030,RO,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,499/2001,SMS,15/05/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302789531&VEstado=11&VCodMunicipio=110030,1100302789531,11,110030,53ff408389f4ef2034493ae5
POSTO DE SAUDE NOSSA SENHORA APARECIDA,2789515,,PREFEITURA MUNICIPAL DE VILHENA,--,JURÍDICA,LINHA 65 LOTE 118,S/N,(69)3221911,GUAPORE,ZONA RURAL,76980000,VILHENA - IBGE - 110030,RO,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,496/2001,SMS,15/05/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302789515&VEstado=11&VCodMunicipio=110030,1100302789515,11,110030,53ff408489f4ef2034493ae6
POSTO DE SAUDE ARNALDO BASSO,6535100,,PREFEITURA MUNICIPAL DE VILHENA,--,JURÍDICA,BR 364 KM 72,S/N,,,ZONA RURAL,76980000,VILHENA - IBGE - 110030,RO,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306535100&VEstado=11&VCodMunicipio=110030,1100306535100,11,110030,53ff408489f4ef2034493ae7
POSTO DE SAUDE IGARAPE RASO,2789493,,PREFEITURA MUNICIPAL DE VILHENA,--,JURÍDICA,LINHA 171 LOTE 06,S/N,,,ZONA RURAL,76980000,VILHENA - IBGE - 110030,RO,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,489/2001,SMS,15/05/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302789493&VEstado=11&VCodMunicipio=110030,1100302789493,11,110030,53ff408489f4ef2034493ae8
POLICLINICA NASSER,7486871,,JUAN FREDY EBERT ANAGUARI VALENZUELA,--,FÍSICA,AVENIDA PRESIDENTE NASSER,1178,69 3322-7836,,JARDIM DAS OLIVEIRAS,76980000,VILHENA - IBGE - 110030,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307486871&VEstado=11&VCodMunicipio=110030,1100307486871,11,110030,53ff408589f4ef2034493ae9
POLICLINICA JOAO LUIZ DA SILVA,2784688,,PREFEITURA MUNICIPAL DE VILHENA,--,JURÍDICA,AV CAPITAO CASTRO,S/N,(69) 3919-7040,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,POLICLINICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,113/2006,SMS,05/01/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302784688&VEstado=11&VCodMunicipio=110030,1100302784688,11,110030,53ff408589f4ef2034493aea
PHYSICAL SPA,6814255,13273615000133,FREITAS E LOURENCO FISIOTERAPIA LTDA ME,--,JURÍDICA,AVENIDA BARAO DO RIO BRANCO,2800,69 3322-7640,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,873,SMS,17/11/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306814255&VEstado=11&VCodMunicipio=110030,1100306814255,11,110030,53ff408689f4ef2034493aeb
ORTO GERMAIN,7070675,15209956000175,ORTO GERMAIN SERVICOS E DIAGNOSTICOS LTDA ME,--,JURÍDICA,RUA GONCALVES DIAS,191,69 3322-9822,SALA 03,5 BEC,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307070675&VEstado=11&VCodMunicipio=110030,1100307070675,11,110030,53ff408689f4ef2034493aec
OFTALMOCLINICA,5010829,07438491000104,CLAUDIO DE OLIVEIRA VIEIRA,--,JURÍDICA,AV MAJOR AMARANTE,4672,33215154,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,171/09,SMS,06/09/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100305010829&VEstado=11&VCodMunicipio=110030,1100305010829,11,110030,53ff408689f4ef2034493aed
ODONTOVIL,6812686,,PATRICK GUANDALINE DE PAULA,--,FÍSICA,AVENIDA PARANA,1691,69 3321-1271,,JARDIM AMERICA,76980000,VILHENA - IBGE - 110030,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306812686&VEstado=11&VCodMunicipio=110030,1100306812686,11,110030,53ff408789f4ef2034493aee
OFTALMOCENTRO,7040970,15640678000106,OFTALMOCENTRO DR CLAUDIO VIEIRA LTDA,--,JURÍDICA,RUA GONCALVES DIAS,191,3321-5154,SALA 01,5 BEC,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,532/2013,SMS,12/06/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307040970&VEstado=11&VCodMunicipio=110030,1100307040970,11,110030,53ff408789f4ef2034493aef
ODONTOLOGIA DR KARIME ALBUQUERQUE,7404328,,KARIME XAVIER CHABEL ALBUQUERQUE,--,FÍSICA,AVENIDA LIBERDADE,3550,69 3322-3580,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307404328&VEstado=11&VCodMunicipio=110030,1100307404328,11,110030,53ff408789f4ef2034493af0
ODONTOCENTER,6709028,,FELIPE CAIO SILVA SIRAVEGNA,--,FÍSICA,AVENIDA BENNO LUIZ GRAEBIN,4374,69 3321-3873,,JARDIM AMERICA,76980000,VILHENA - IBGE - 110030,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306709028&VEstado=11&VCodMunicipio=110030,1100306709028,11,110030,53ff408889f4ef2034493af1
ODONTOLOGIA DR BALTAZAR PRADO BIUDES,6334199,,BALTAZAR PRADO BIUDES,--,FÍSICA,AVENIDA LIBERDADE,3549,69 3322-4922,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,0182010,SMS,25/02/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306334199&VEstado=11&VCodMunicipio=110030,1100306334199,11,110030,53ff408889f4ef2034493af2
ODONTO PRIME,7298439,18358624000140,ODONTO PRIME,--,JURÍDICA,AVENIDA CAPITAO CASTRO,4275,69 3321-1136,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307298439&VEstado=11&VCodMunicipio=110030,1100307298439,11,110030,53ff408889f4ef2034493af3
ODONTOART,6883486,,FABIANA CATERINE GONCALES,--,FÍSICA,RUA COSTA E SILVA,220,69 3322-4024,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306883486&VEstado=11&VCodMunicipio=110030,1100306883486,11,110030,53ff408989f4ef2034493af4
ODONTO PRIME,7493142,,RENATO SODRE ALEIXO,--,FÍSICA,AVENIDA CAPITAO CASTRO,4275,69 3322-7936,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307493142&VEstado=11&VCodMunicipio=110030,1100307493142,11,110030,53ff408989f4ef2034493af5
ODONTO EXCELENCIA,6505120,,SAMMY PRISCILA MINOZZO,--,FÍSICA,AVENIDA CAPITAO CASTRO,3590,69 3321-2318,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,337/2009,SMS,23/09/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306505120&VEstado=11&VCodMunicipio=110030,1100306505120,11,110030,53ff408989f4ef2034493af6
NUCLEO DE PSICOLOGIA,6517757,11634447000139,E M DA S WOBETO ME,--,JURÍDICA,AVENIDA LIBERDADE,4070,,SALA 02,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,150,SMS,18/05/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306517757&VEstado=11&VCodMunicipio=110030,1100306517757,11,110030,53ff408a89f4ef2034493af7
MEGA IMAGEM CENTRO DE DIAGNOSTICO,7209487,09153204000137,G T TORRES MOLINARI ME,--,JURÍDICA,RUA CARLOS STHAL,4963,,,JARDIM ELDORADO,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307209487&VEstado=11&VCodMunicipio=110030,1100307209487,11,110030,53ff408a89f4ef2034493af8
NATTURALIZE,6732054,,DAIANA BAGATTOLI,--,FÍSICA,AVENIDA CAPITAO CASTRO,4004,69 3321-6300,SALA 02,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306732054&VEstado=11&VCodMunicipio=110030,1100306732054,11,110030,53ff408b89f4ef2034493af9
MEGA IMAGEM,3033473,05762601000155,MEGA IMAGEM CENTRO DE DIAGNOSTICO LTDA ME,--,JURÍDICA,RUA CARLOS STHAL,4963,(69)33226631,,JD ELDORADO,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,DUPLA,EMPRESA PRIVADA,INDIVIDUAL,0053/2009,SES,14/04/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100303033473&VEstado=11&VCodMunicipio=110030,1100303033473,11,110030,53ff408b89f4ef2034493afa
MARCIA MELLO,7286902,,MARCIA ROSANE DE MELLO GHISI,--,FÍSICA,AVENIDA CAPITAO CASTRO,3590,69 3321-2318,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307286902&VEstado=11&VCodMunicipio=110030,1100307286902,11,110030,53ff408b89f4ef2034493afb
MAXIFARMA,6500099,03717080000199,MAXIFARMA FARMACIA E LABORATORIO DE MANIPULACAO LTDA,--,JURÍDICA,AVENIDA CAPITAO CASTRO,3853,69 3322-2266,,5 BEC,76980000,VILHENA - IBGE - 110030,RO,FARMACIA,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,0093/2009,SES,18/05/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306500099&VEstado=11&VCodMunicipio=110030,1100306500099,11,110030,53ff408c89f4ef2034493afc
LDS MED,7484593,19416659000151,LDS SOCIEDADE MEDICA LTDA,--,JURÍDICA,AVENIDA CAPITAO CASTRO,3183,(69) 3321-4408,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307484593&VEstado=11&VCodMunicipio=110030,1100307484593,11,110030,53ff408d89f4ef2034493afd
LARAYA SERVICOS DE RAIO X,7070659,15606248000178,LARAYA E CIA LTDA ME,--,JURÍDICA,RUA GONCALVES DIAS,191,69 3322-9822,SALA 03 B,5 BEC,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307070659&VEstado=11&VCodMunicipio=110030,1100307070659,11,110030,53ff408d89f4ef2034493afe
LABORATORIO VILHENA,7431775,19427051000122,LABORATORIO DE ANALISE CLINICA VILHENA LTDA ME,--,JURÍDICA,AVENIDA PRESIDENTE NASSER,345,69 8409-8840,,JARDIM AMERICA,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307431775&VEstado=11&VCodMunicipio=110030,1100307431775,11,110030,53ff408d89f4ef2034493aff
LABORATORIO SAO PAULO,2798506,02305009000136,LABORATORIO SAO PAULO LTDA,--,JURÍDICA,AVENIDA LIBERDADE,2800,(69) 3321-3327,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,0153,SMS,10/07/2014,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302798506&VEstado=11&VCodMunicipio=110030,1100302798506,11,110030,53ff408e89f4ef2034493b00
LABORATORIO VIDA,2807157,02527880000184,CENTRO ESPECIALIZADO DE ANALISES CLINICAS DE VILHENA LTDA,--,JURÍDICA,AVENIDA LIBERDADE,3006,(69)3222-1622,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,502.707,SMS,05/04/2000,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302807157&VEstado=11&VCodMunicipio=110030,1100302807157,11,110030,53ff408e89f4ef2034493b01
LABORATORIO OSWALDO CRUZ,2789477,05876545000180,LABORATORIO DE ANALISES CLINICAS OSWALDO CRUZ LTDA,--,JURÍDICA,AV CARLOS STHALL,4920,(69)3321-3276,,JARDIM ELDORADO,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,140/2001,SMS,10/04/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302789477&VEstado=11&VCodMunicipio=110030,1100302789477,11,110030,53ff408f89f4ef2034493b02
LABORATORIO SANTO ANTONIO,2789485,84644434000114,MACIEL PEREIRA E CIA LTDA,--,JURÍDICA,RUA PIMENTA BUENO,86,(69)3214048,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,500.792,SMS,05/05/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302789485&VEstado=11&VCodMunicipio=110030,1100302789485,11,110030,53ff408f89f4ef2034493b03
LABORATORIO MUNICIPAL JOAO LUIZ DA SILVA,2789469,,PREFEITURA MUNICIPAL DE VILHENA,--,JURÍDICA,AV CAPITAO CASTRO,S/N,(69)33226064,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,113/2006,SMS,05/01/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302789469&VEstado=11&VCodMunicipio=110030,1100302789469,11,110030,53ff409089f4ef2034493b04
LABORATORIO DIOMAR,7238347,17785636000199,DIOMAR CLEIVANE HUBNER ME,--,JURÍDICA,AVENIDA MAJOR AMARANTE,3824,69 3322-4200,SALA 01,CENTRO,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307238347&VEstado=11&VCodMunicipio=110030,1100307238347,11,110030,53ff409089f4ef2034493b05
LABORATORIO MASSAMBANI,6086470,10289179000100,BASSO CIA LTDA ME,--,JURÍDICA,AV BRIGADEIRO EDUARDO GOMES,622,69 3322-1246,SALA 2,JARDIM ELDORADO,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,508345,SMS,19/02/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306086470&VEstado=11&VCodMunicipio=110030,1100306086470,11,110030,53ff409089f4ef2034493b06
LAB DE ANALISES CLINICAS OSWALDO CRUZ P COLETA AV PARANA,6323642,05876545000422,LABORATORIO DE ANALISES CLINICAS OSWALDO CRUZ LTDA EPP,--,JURÍDICA,AVENIDA PARANA,822,69 3321-1700,SALA A,PARQUE INDUSTRIAL SA,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,506,SMS,27/08/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306323642&VEstado=11&VCodMunicipio=110030,1100306323642,11,110030,53ff409189f4ef2034493b07
LABORATORIO BIOCENTER,2789450,01711759000145,BINOTTO E SODRE LTDA,--,JURÍDICA,AVN MAJ AMARANTE,3252,(69)3213972,,CENTRO,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,511/2001,SMS,01/04/2001,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302789450&VEstado=11&VCodMunicipio=110030,1100302789450,11,110030,53ff409189f4ef2034493b08
IOR,6526462,11916580000188,J E T SERVICOS MEDICOS LTDA,--,JURÍDICA,RUA CARLOS STHAL,4901,69 3321-1008,,JARDIM ELDORADO,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306526462&VEstado=11&VCodMunicipio=110030,1100306526462,11,110030,53ff409289f4ef2034493b09
LAB ANALISES CLINICAS OSWALDO CRUZ POSTO DE COLETA CRISTO,6323529,05876545000341,LABORATORIO DE ANALISES CLINICAS OSWALDO CRUZ LTDA EPP,--,JURÍDICA,AVENIDA MELVIN JONES,1156,69 3322-7512,,CRISTO REI,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,506513,SMS,09/04/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100306323529&VEstado=11&VCodMunicipio=110030,1100306323529,11,110030,53ff409289f4ef2034493b0a
INSTITUTO DO RIM DE RONDONIA,2798492,04220288000160,INSTITUTO DO RIM DE RONDONIA LTDA,--,JURÍDICA,AV RONY DE CASTRO PEREIRA,4548,(69)3221-1670,ANEXO HRV,JARDIM AMERICA,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,0214/2008,SES,16/05/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100302798492&VEstado=11&VCodMunicipio=110030,1100302798492,11,110030,53ff409289f4ef2034493b0b
INSTITUTO DO APARELHO DIGESTIVO,7443390,17612834000150,BASTOS CANDIDO LTDA,--,JURÍDICA,RUA CARLOS STHAL,4963,69 8445-1011,SALA 01,JARDIM ELDORADO,76980000,VILHENA - IBGE - 110030,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,562,SMS,01/07/2014,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307443390&VEstado=11&VCodMunicipio=110030,1100307443390,11,110030,53ff409389f4ef2034493b0c
INSTITUTO DE POLISSONOGRAFIA,7099908,16777192000187,VANDERCI ELVIS MARTINELLI DIAGNOSTICO EIRELI ME,--,JURÍDICA,RUA GONCALVES DIAS,191,69 3322-7837,SALA 05,5 BEC,76980000,VILHENA - IBGE - 110030,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100307099908&VEstado=11&VCodMunicipio=110030,1100307099908,11,110030,53ff409389f4ef2034493b0d
